#  STRING NAME (do not change!);English;;;;;;;;;;;;x;
##;;;;;;;;;;;;;x;
# New World Order 2;;;;;;;;;;;;;x;
##;;;;;;;;;;;;;x;
# Events;;;;;;;;;;;;;x;
##;;;;;;;;;;;;;x;
enlarge_united_arab_republic_title;$COUNTRY$ 확장;;;;;;;;;;;;x;
claims_conference_title;회의 주장;;;;;;;;;;;;x;
claims_conference_desc;독일의 유대인에 대한 피해보상청구에 관한 회의는 나치 박해의 희생자들과 그들의 상속자들을 대표합니다. 해당 회의는 보상 기금을 관리하고 보상받지 못한 유대인 재산을 복구하며, 홀로코스트 생존자들에게 사회복지 서비스를 제공하는 기관에 자금을 할당하고 쇼아(Shoah, 홀로코스트에 대한 기억과 교훈)를 보존합니다.;;;;;;;;;;;;x;
rafael_urdaneta_bridge_title;라파엘우르다네타 대교;;;;;;;;;;;;x;
rafael_urdaneta_bridge_desc;라파엘우르다네타 대교는 베네수엘라 서쪽에 있는 마라카이보호의 끝에 위치합니다. 이 다리는 과거 호수 횡단용 페리보트를 필요로 했던 마라카이보와 다른 나라들 간의 여행에 고속도로를 제공합니다. 보강 콘크리트와 강현 콘크리트로 만들어진 이 다리는 해안에서 해안까지 8,678미터에 걸쳐 있습니다. 5개의 주 구간은 각각 235미터입니다. 이 체계는 92미터 높이의 46미터 간극을 아래 수면에 제공하는 탑의 지지를 받아 유지됩니다.;;;;;;;;;;;;x;
salvation_cathedral_title;루마니아 인민구원 대성당;;;;;;;;;;;;x;
salvation_cathedral_desc;루마니아인들의 구원을 위한 이 성당은 부쿠레슈티에 건설될 루마니아 정교회 성당을 가리키는 이름입니다. 루마니아 정교회의 대표적인 성당이 될 것이고, 완공되면 세계에서 가장 높은 정교회 성당이 될 것입니다.;;;;;;;;;;;;x;
fertile_crescent_plan_title;비옥한 초승달 계획;;;;;;;;;;;;x;
fertile_crescent_plan_desc;비옥한 초승달 계획은 이라크 하심왕국의 제안으로, 시리아 및 팔레스타인 위임통치령과 트란스요르단과 이라크 왕국의 연합을 말합니다. 제2차 세계대전 당시 누리 아사이드 이라크 총리는 프랑스가 시리아를 지배하기에 너무 약해진 것 같자 이 계획을 영국 관료들에게 제시한 바 있습니다. 그러나 이 계획은 군주제의 지배와 친영연합에 들어가기를 원하지 않던 국민당을 포함한 시리아 내의 여러 단체들의 반대에 부딪히면서 결실을 맺지 못했습니다. 일단은 1958년 7월 이라크 왕정이 전복되면서 끝난 것처럼 보이나, 비옥한 초승달의 국가들을 통합하려는 열망은 여전히 존재합니다.;;;;;;;;;;;;x;
colossus_of_rhodes_title;로즈의 거상;;;;;;;;;;;;x;
colossus_of_rhodes_desc;유럽의 건축가들은 기념비가 거기에 서 있을 수 없었을 것이라는 많은 증거와 학자들의 의견에도 불구하고 항구 입구에 두 개의 교각들을 가장 잘 타는 현대식 콜로세스를 건설할 계획을 발표했습니다. 150미터 높이의 새 조각상은 개인 기부와 모금활동으로 약 2억8천3백만 달러가 소요될 것으로 추산됩니다. 이 동상은 문화 센터, 도서관, 전시관, 그리고 등대를 포함하며, 모두 태양열 판넬로 작동됩니다.;;;;;;;;;;;;x;
united_ireland_title;통일 아일랜드;;;;;;;;;;;;x;
united_ireland_desc;통일 아일랜드는 아일랜드의 32개 지방을 모두 포함하는 주권국입니다. 아일랜드섬은 현재 26개 지방을 가진 아일랜드 공화국과 나머지 6개 지방을 가진 북아일랜드의 영토를 나뉩니다. 영국에게서 완전히 독립한 아일랜드는 많은 아일랜드 민족주의자들의 지지를 받고 있습니다.;;;;;;;;;;;;x;
pax_americana_title;팍스 아메리카나;;;;;;;;;;;;x;
pax_americana_desc;미국의 평화는 평화롭고, 안정적이며, 오래 지속된다는 것을 증명했습니다. 지난 10년 동안 그것은 광범위한 경제 성장과 미국의 자유와 민주주의 원칙의 확산을 위한 지정학적 틀을 제공해 왔습니다. 그러나 국제정치에서 영원한 것은 없습니다. 세계적인 미국의 평화조차도 영원할수는 없을 것입니다. 우리에게 필요한 것은 강하고 현재와 미래의 새로운 위협을 모두 처리할수있는 군대입니다. 미국의 원칙은 과감하고 의도적으로 해외에 홍보하는 외교 정책과 미국의 국제적 책임을 받아들이는 국가 리더십입니다. 현재 진행중인 위기는 평화를 위협하고 있으며 우리는 모든 당사자들에게 그것을 현명하게 해결하도록 압력을 가해야 합니다.;;;;;;;;;;;;x;
karlmarxstadt_chemnitz_title;카를마르크스슈타트를 켐니츠로 개칭;;;;;;;;;;;;x;
karlmarxstadt_chemnitz_desc;켐니츠는 츠비카우몰데의 작은 지류인 켐니츠에서 따온 이름으로, 1953년부터 1990년까지는 카를마르크스슈타트로 알려져 있습니다.'Chemnitz'라는 단어는 소르비어에서 왔고 "Stony"라는 뜻 입니다. 이 단어는 돌을 의미하는 슬라브어에서 왔고, 여성 접미사인 -ica로 구성되어 있습니다. 체코, 폴란드처럼 과거와 현재에 슬라브인들이 거주하는 지역에서는 카메니카나 카메니체라는 그들식 말로 부릅니다.;;;;;;;;;;;;x;
cyber_warfare_title;사이버 정보전쟁부 설립;;;;;;;;;;;;x;
cyber_warfare_desc;인터넷 검색엔진과 소셜 네트워킹을 통한 정보기술기업이 성공한 세계 최고의 국가로서의 우리의 위치는 우리 자신뿐만 아니라 다른 나라 시민들의 개인 데이터에 대한 전례 없는 접근을 제공합니다. 이러한 정보기술 법인의 경영진은 민주주의와 인권이라는 우리의 근본적이고 보편적인 가치를 공유하고 있습니다. 우리는 국제 정치에서 우리의 위치를 홍보하기 위해 이 정보기술 역량을 도구로 이용해야 합니다. "바이러스"로 인해 경쟁 국가 정보기술 공급업체의 콘텐츠를 차단하여 "정보법"을 통해 개인 정보에 접근할 수 있게 함으로써, 우리 회사의 검색 엔진을 정치적 의제에 맞게 검색 및 변환해야 합니다.;;;;;;;;;;;;x;
peace_mission_title;평화임무 수행;;;;;;;;;;;;x;
peace_mission_desc;지속가능한 평화를 유지하려면 폭력충돌의 시작 및 재발을 막아야 합니다. 평화 구축 활동은 폭력의 근본 원인이나 잠재적인 원인을 다루고, 평화적인 갈등 해결에 대한 사회적 기대를 형성합니다. 특히 우리는 이웃들 사이의 국제법에 따라 영토 분쟁의 완전한 해결을 위해 노력해야 합니다.;;;;;;;;;;;;x;
european_coal_and_steel_community_title;유럽 석탄철강위원회;;;;;;;;;;;;x;
force_vassal_freedom_title;자유로워지리라;;;;;;;;;;;;x;
jointheunga_title;국제연합 총회 가입;;;;;;;;;;;;x;
jointheunga_desc;국제연합 총회는 국제연합의 결의안을 결정하고 심의하는 기구입니다. 평화와 안보, 새 회원 가입, 예산 문제 등 중요한 문제에 대한 결정은 3분의 2의 찬성을 필요로 하지만 다른 질문에 대한 결정은 다수결에 따라 결정됩니다.;;;;;;;;;;;;x;
jointheunsc_title;국제연합 안전보장이사회 상임이사국 가입;;;;;;;;;;;;x;
jointheunsc_desc;헌장에 따르면, 안전보장이사회는 국제 평화와 안보의 유지에 일차적인 책임이 있습니다. 15명의 구성원으로 이루어지며, 각 구성원은 한 표씩을 가지고 있습니다. 헌장에 따르면, 모든 회원국은 의회의 결정을 따를 의무가 있습니다. 안보리는 평화나 침략 행위에 대한 위협의 존재 여부를 결정하는 데 앞장섭니다. 그것은 당사자들에게 분쟁을 평화적인 방법으로 해결하도록 요구하고 조정 방법이나 합의 조건을 권고합니다. 어떤 경우에는 안전보장이사회가 제제를 가하거나, 국제평화와 안보를 유지하거나 회복하기 위해 무력 사용을 허가하는 경우도 있습니다. 안전보장이사회는 또한 사무총장의 임명과 유엔 신규 회원국의 입회를 총회에도 권고하고 있습니다. 그리고 총회와 함께 국제 사법재판소의 검사를 선출합니다.;;;;;;;;;;;;x;
becomearepubliccolonial_title;$COUNTRY$의 군주제 폐지에 관한 국민투표 실시;;;;;;;;;;;;x;
becomearepubliccolonial_desc;우리는 우리의 자원을 고갈시키고 재정을 낭비한 과거 식민지 지배로부터 물려받은 외국 군주제 하에서 오랫동안 고통을 받아왔습니다. 이제 우리는 식민 시대의 마지막 잔재를 폐지해야 할 때입니다. 다시 $COUNTRY$를 멋지게 만들기 위해 국민투표로 군주제를 끝내도록 노력합시다!;;;;;;;;;;;;x;
force_vassal_freedom_desc;기회가 다가오고 있습니다. 우리나라에 대해 많은 영향력을 가진 강대국에게 접근해서 국내 정세 개입을 요청할까요? 만약 그렇게 한다면, 외세의 지배에서 자유로워질 수 있습니다. 물론 큰 손해를 볼 수 있으니 신중하게 진행해야 합니다.;;;;;;;;;;;;x;
exportfocus_title;수출중심경제;;;;;;;;;;;;x;
exportfocus_desc;수출 중심의 경제를 세워 지금보다 더 빠른 속도로 나라의 부를 늘려야 합니다.\n\n[SUB_A7]Y주의: 사무직 노동자에 대한 대중 홍보가 크게 증가할 것입니다.[SUB_A7]W;;;;;;;;;;;;x;
importfocus_title;수입대체산업화중심경제;;;;;;;;;;;;x;
importfocus_desc;서방의 경제를 따라잡으려면 수입대체지향적인 경제를 세워야 합니다.;;;;;;;;;;;;x;
changefocus_title;경제정책 변경;;;;;;;;;;;;x;
changefocus_desc;변화하는 경제 상황에 적응하려면 경제 중점을 바꿔야 할 것 같습니다.;;;;;;;;;;;;x;
european_coal_and_steel_community_desc;유럽 석탄철강공동체는 냉전시대에 서유럽을 통합하고 유럽연합의 현대적 발전을 위한 기반을 조성하는 역할을 하는 6개국 국제 기구입니다. 유럽 석탄철강공동체는 초국가주의 원칙을 기반으로 한 최초의 조직입니다.;;;;;;;;;;;;x;
form_yemen_title;예멘 통일;;;;;;;;;;;;x;
form_yemen_desc;예멘 통일은 1990년 5월 22일 예멘 인민민주공화국(일명 남예멘)이 예멘 아랍공화국(일명 북예멘)과 연합해 예멘 공화국(일명 예멘)을 형성하면서 이뤄졌다.;;;;;;;;;;;;x;
east_germany_name_back_title;구 독일령 도시 복원;;;;;;;;;;;;x;
east_germany_name_back_desc;1946년 소련은 원년 볼셰비키 미하일 칼리닌 소련 최고소비에트 상임간부회장 사망 이후 쾨니히스베르크를 칼리닌그라드로 개명했습니다. 그리고 전쟁에서 살아남은 독일인들을 강제추방하고 소련 시민들로 다시 채웠습니다. 추가적으로 메멜란트는 클라이페다로, 굼빈넨은 구세프로 개명했습니다. 다시 프로이센이 독일의 품에 돌아온 지금, 제2차 세계대전의 참혹함 속에서 파괴된 그들의 옛 아름다움을 되찾을 수 있습니다.;;;;;;;;;;;;x;
laogai_title;노동개조;;;;;;;;;;;;x;
laogai_desc;'노동을 통한 교화'를 뜻하는 노동개조는 중국 형사사법제도의 구호로, 전세계 노예의 절반 이상을 차지하는 중화인민공화국의 강제노역 및 교도소 농장의 사용을 가리키는 말입니다. 지난 50년 동안 5천만명 이상이 노동개조수용소로 보내진 것으로 추정되며, 1950년대와 1960년대 동안 조직화된 공장과 유사한 중국 교도소는 정부에 너무 비판적인 것으로 여겨지는 '반혁명주의자'를 수많이 수용했습니다. 하지만 정치적이거나 종교적인 이유로 체포된 많은 사람들은 1970년대 말에 덩샤오핑이 개혁에 착수하면서 석방됐습니다.;;;;;;;;;;;;x;
comecon_aid;상호경제원조협의회 원조 요청;;;;;;;;;;;;x;
comecon_aid_rejected;상호경제원조협의회 원조 거부됨;;;;;;;;;;;;x;
comecon_aid_title;코상호경제원조협의회 원조 요청;;;;;;;;;;;;x;
comecon_aid_desc;상호경제원조협의회는 1960년 34개 개발도상국, 1970년 62개국, 1985년 100개국 이상에 경제 및 기술 지원을 제공했습니다. 1987년 까지, 상호경제원조협의회는 아시아, 라틴아메리카, 아프리카에 4,000개 이상의 산업계획의 건설이나 준비를 도왔습니다. 또한 제3세계 국가들의 산업, 에너지, 교통, 광물 자원 및 농업의 발전을 장려하기 위해 노력했습니다. 상호경제원조협의회 회원국들은 아시아, 아프리카, 그리고 라틴아메리카에서 기술/경제적 원조를 제공했습니다. 처음에 상호경제원조협의회는 개발도상국에 지원할 때, 수입 대체품을 포함한 제3세계의 국내 경제를 지탱할 수 있는 제품 개발을 집중개발했습니다. 1970년대와 1980년대에는, 상호경제원조협의회 지원이 수출 지향적인 산업으로 향했습니다. 제3세계 국가들은 코메콘이 도움을 준 프로젝트에 의해 생산된 제품으로 이러한 지원에 대한 비용을 지불했습니다. 이 정책은 이러한 전략적으로 중요한 분야에서 정치적 영향력과 더불어 코메콘에게 필요한 제공의 안정적인 원천을 제공했습니다.;;;;;;;;;;;;x;
forced_labour;강제노동;;;;;;;;;;;;x;
gulag_title;노동교화수용소;;;;;;;;;;;;x;
gulag_desc;노동교화수용소는 1930년대부터 1950년대까지 스탈린 시대 동안 소련의 강제노동수용소를 관리했던 정부기관입니다. 제2차 세계대전 이후 수용자 수는 급격히 증가해 1950년대 초에는 약 250만명에 달했습니다. 전후 소련은 노동교화수용소에 속한 내무인민위원회가 운영하는 '특수 수용소' 10개소를 독일 점령지에 설치했습니다. 이 '특수 수용소'는 독일인들을 포로로 둔, 이전의 나치 강제수용소인 작센하우젠과 부헨발트 수용소였습니다. 그러나 이러한 수용소의 대부분은 시베리아 북동쪽의 매우 먼 지역(노릴스크 근처의 콜리마 강과 노릴래그)과 주로 카자흐스탄의 초원에 있었습니다. 이곳은 도로가 없는 광활하고 인적이 드문 지역이었습니다.(실제로 도로 건설 임무가 특화된 철도 수용소 수용자들에게 배정됐습니다.);;;;;;;;;;;;x;
wb_credit_facillity;세계은행 신용 시설;;;;;;;;;;;;x;
wb_credit_facillity_title;세계은행 보증 약정;;;;;;;;;;;;x;
wb_credit_facillity_desc;브레튼우즈협회의 회원으로서 국제통화기금과 세계은행이 주는 자본에 대한 대출 보증을 할 필요가 있습니다. 그 금액은 주요 자본 가중치에 기초합니다. 세계은행은 회원국에 보증 금액의 4,000억달러를 증액해 줄 것을 요청했습니다. 원래 4,000억달러에서 증가될 위험의 대부분은 신용 시설의 투자 불이행 발생 시 AAA 등급의 국가들과 궁극적으로 그들의 납세자들에게 돌아갑니다. 보증 증액은 모든 회원국에서 승인했습니다.;;;;;;;;;;;;x;
wb_loan;세계은행 대출;;;;;;;;;;;;x;
wb_loan_title;세계은행 대출;;;;;;;;;;;;x;
wb_loan_desc;세계은행과 국제통화기금애개 국내 정책에 대한 정치적 영향력을 부여하는 대가로 세계은행이나 국제통화기금에 구제금융을 요청합니다. 세계은행과 국제통화기금의 조건성은 세계은행과 국제통화기금은 재정자원을 대가로 요구하는 일련의 정책이나 조건입니다. 세계은행과 국제통화기금은 국가들로부터 대출을 위해 담보물을 요구하지만 또한 정부가 정책 개혁의 형태로 거시경제 불균형을 시정하기 위한 지원을 요청합니다. 조건이 충족되지 않으면 자금이 보류됩니다. 조건성은 아마도 세계은행과 세계은행과 국제통화기금의 정책에서 가장 논란이 많은 측면일 것입니다. 조건부 개념은 1952년 경영진의 결정에 도입됐고 나중에 합의문에 통합됐다. 조건성은 상환을 위한 시행 메커니즘뿐만 아니라 경제 이론과 연관되어 있습니다. 조건성의 이론적 뒷받침은 "지급수지에 대한 화폐적 접근법"이었습니다. 만약 구제금융을 받는다면 100,000달러를 증여받을 것입니다.;;;;;;;;;;;;x;
wb_loan_rejected;세계은행 대출 거부;;;;;;;;;;;;x;
uk_war_debt;영국 전쟁부채;;;;;;;;;;;;x;
uk_war_debt_title;영국 전쟁 부채 상환 및 채무 재조정;;;;;;;;;;;;x;
uk_war_debt_desc;영-미간 대출 협정은 1946년 7월 15일 미국이 2차 세계대전 후 영국에 대출한 것입니다.이 대출은 주로 영국이 전쟁 중 미국에 부담하는 책임뿐만 아니라, 전후 즉시 영국의 해외 지출을 지원하고 노동 정부의 복지 개혁을 이행하지 않기 위해 이루어졌다. 영국 재무부 관리들은 만약 영국이 해외의 주요 공약에서 탈퇴한다면 노동정부의 국내 개혁을 차관 없이 이행할 수 있을 것으로 믿었습니다. 대출은 조건에 따라 이루어졌고, 대출은 조건에 따라 이루어졌고, 그 중 가장 큰 손해는 스털링의 전환 가능성이었다. 전환이 의도한 바는 아니었지만, 전환의 효과는 영국의 전후 경제 문제를 악화시키는 것이었다. 국제 파운드화는 1947년 7월 15일 대출이 승인된 지 1년 후에 전환이 가능해졌다. 한 달 안에, 영국 수출품을 사들여 벌었고, 지금은 달러를 받고 영국에 팔도록 허락된, 영국 정부가 전환가능성을 중단하고 즉시 대폭적인 감축을 시작할 수 밖에 없는 영국 달러 보유액에서 거의 10억 달러를 인출했습니다. 국내외 지출. 달러 보유고의 급격한 손실은 또한 1949년에 적절히 평가 절하됐던 스털링의 약점을 부각시켰습니다.;;;;;;;;;;;;x;
olympics_bid_title;올림픽 입찰;;;;;;;;;;;;x;
olympics_bid_desc;현대 올림픽은 전 세계 수천 명의 선수들이 다양한 대회에 참가하는 여름과 겨울 스포츠 경기를 특징으로 하는 국제적인 스포츠 행사입니다. 올림픽 경기는 200개 이상의 국가가 참가하는 세계 최고의 스포츠 대회로 여겨집니다. 국가 올림픽 위원회는 그들의 국토 도시 내에서 올림픽을 개최하기 위한 입찰에 나설 것을 선택합니다. 1894년 국제올림픽위원회(IOC)가 창설된 이래 고대 그리스 올림픽의 이름을 현대 스포츠 이벤트로 성공적으로 전용한 이후, 관심 있는 도시들은 하계 올림픽이나 동계 올림픽의 개최지로 선정되기 위해 격렬해졌습니다.;;;;;;;;;;;;x;
winter_olympics_bid_title;동계 올림픽 입찰;;;;;;;;;;;;x;
winter_olympics_bid_desc;동계 올림픽은 4년에 한 번씩 열리는 중요한 국제 스포츠 행사입니다. 하계 올림픽과는 달리, 동계 올림픽은 눈과 얼음 위에서 연습하는 스포츠를 특징으로 합니다. 국가 올림픽 위원회는 그들의 국토 도시 내에서 올림픽을 개최하기 위한 입찰에 나설 것을 선택합니다. 1894년 국제올림픽위원회(IOC)가 창설된 이래 고대 그리스 올림픽의 이름을 현대 스포츠 이벤트로 성공적으로 전용한 이후, 관심 있는 도시들은 하계 올림픽이나 동계 올림픽의 개최지로 선정되기 위해 격렬해졌습니다.;;;;;;;;;;;;x;
winter_olympics_1948_title;1948 동계 올림픽;;;;;;;;;;;;x;
winter_olympics_1948_desc;1946년 9월 국제올림픽협회가 스위스 로잔에서 열린 제39차 총회에서 1948년 대회 개최지로 세인트 모리츠를 선정했습니다. 후보지는 세인트 모리츠가와 미국 레이크 플라시드였으며 세인트 모리츠가 선정된 이유는 전쟁 당시 중립을 지킨 스위스에 있었던데다, 1928년 이미 동계 올림픽을 개최했기 때문에 올림픽 개최 준비가 이전보다 단순하고 경제적일 것이라는 계산에 따름입니다. 많은 장소들의 존재하나 18개월 이내에 동계 올림픽을 조직하는 것은 여전히 어려운 과제입니다.;;;;;;;;;;;;x;
burj_khalifa_title;부르즈 할리파;;;;;;;;;;;;x;
burj_khalifa_desc;부르즈 할리파 ("할리파의 탑"), 버즈 두바이로 알려진 이 빌딩은 아랍에미리트 두바이의 초대형 고층 빌딩입니다. 829미터로 세계에서 가장 높은 인공 구조물입니다 ;;;;;;;;;;;;x;
canton_tower_title;광저우 타워;;;;;;;;;;;;x;
canton_tower_desc;광저우 텔레비전 천문 및 관광 타워로 알려진 광동 타워는 중국 광동 하이즈후 지역에 있는 600미터 높이의 다목적 관측 타워입니다. 이 탑은 2009년에 제일 높은 인공 구조물이었고, 2010년 9월 29일에 2010년 아시안 게임을 위해 운영됐다. 도쿄 스카이트리(東京 replacing)에 추월당하기 전까지 CN타워를 대체하면서 세계에서 가장 높은 타워라는 칭호를 잠시 유지했습니다.;;;;;;;;;;;;x;
shanghai_world_financial_center_title;상하이 세계금융센터;;;;;;;;;;;;x;
shanghai_world_financial_center_desc;상하이 세계금융센터는 중국 상하이 푸둥지역에 위치한 초고층 빌딩 사무실, 호텔, 회의실, 전망대, 1층 쇼핑몰 등으로 구성된 복합용도 초고층 건물입니다. 파크 하얏트 상하이는 79층부터 93층까지 174개의 객실과 스위트룸으로 구성되어 있으며 세계에서 두 번째로 높은 호텔을 이루고 있습니다.;;;;;;;;;;;;x;
cn_tower_title;캐나다타워;;;;;;;;;;;;x;
cn_tower_desc;캐나다타워는 캐나다 온타리오 토론토에 위치한 553미터 높이의 콘크리트 통신 및 관측 타워입니다. 그것은 1976년에 완공돼 당시 세계에서 가장 높은 독립 구조와 세계에서 가장 높은 탑이됐습니다. 그것은 서반구에서 가장 높은 독립 구조, 토론토의 스카이 라인의 상징적 인 상징이며 캐나다의 상징으로 연간 200 만 명 이상의 국제 방문객을 끌어 모으고 있습니다.;;;;;;;;;;;;x;
sears_tower_title;시어스타워;;;;;;;;;;;;x;
sears_tower_desc;시어스타워는 미국 일리노이주 시카고에 있는 108층 442m의 초고층 건물입니다. 1973년 완공됐을 때, 그것은 뉴욕에 있는 월드 트레이드 센터 타워를 뛰어넘어 거의 25년 동안 유지됐던 이름인 세계에서 가장 높은 빌딩이 됐습니다. 윌리스 타워는 미국에서 두 번째로 높고 세계에서 12번째로 높은 건물입니다. 매년 백만 명 이상의 사람들이 이 전망대를 방문해서 시카고에서 가장 인기 있는 관광지 중 하나가 됩니다. 이 구조물은 윌리스 그룹에 의해 2009년에 타워의 일부 공간을 임대하는 임대계약의 일부로 이름이 바뀌었습니다.;;;;;;;;;;;;x;
world_trade_center_title;세계무역센터;;;;;;;;;;;;x;
world_trade_center_desc;완공 당시 417미터, 2미터의 세계무역센터에 있는 '쌍둥이빌딩'은 세계에서 가장 높은 건물입니다. 단지 내 다른 건물들에는 메리어트 세계무역센터, 4 WTC, 5 WTC, 6 WTC, 7 WTC가 포함됐습니다. 이 모든 건물들은 1975년에서 1985년 사이에 지어졌습니다. 이 단지는 뉴욕시 금융구에 위치하고 있으며 1만3400평방피트의 사무실 공간을 갖추고 있었다.;;;;;;;;;;;;x;
tokyo_tower_title;도쿄타워;;;;;;;;;;;;x;
tokyo_tower_desc;도쿄타워는 일본 도쿄 미나토 시바코엔 지역에 위치한 통신·관측탑입니다. 332.9미터로 일본에서 두 번째로 높은 구조물입니다. 이 구조물은 에펠탑에서 영감을 받은 격자탑으로, 항공안전 규정을 준수하기 위해 흰색과 국제 오렌지로 칠해져 있습니다.;;;;;;;;;;;;x;
tokyo_skytree_title;도쿄스카이트리;;;;;;;;;;;;x;
tokyo_skytree_desc;도쿄스카이트리는 간토 지역의 라디오 방송 사이트이다. 오래된 도쿄 타워는 고층 건물로 둘러싸여 있기 때문에 더 이상 완전한 디지털 지상파 텔레비전 방송을 제공하지 않습니다. 스카이 트리는 2012년 2월 29일에 완공됐으며, 2012년 5월 22일에 대중에게 개방됐습니다. 이 탑은 토부 철도가 자금을 댄 대규모 상업 개발 센터이자 NHK를 단장으로 하는 6개 지상파 방송사의 모임입니다. 열차는 인접한 도쿄 스카이트리역과 인근 오쉬리역에서 정차하며, 단지는 도쿄역에서 북동쪽으로 7km(4.3mi)입니다.;;;;;;;;;;;;x;
ostankino_tower_title;오스탄키노 타워;;;;;;;;;;;;x;
